,input_text
5503,"the first thing I heard was that voice. Do you know what it said? It said, ""This is the new world. ""And in this world, ""you can be whoever the fuck you want."""
5504,"Do you know what it said? It said, ""This is the new world. ""And in this world, ""you can be whoever the fuck you want."" Hmm."
5505,"It said, ""This is the new world. ""And in this world, ""you can be whoever the fuck you want."" Hmm. Well, he seemed convinced."
5506,"""This is the new world. ""And in this world, ""you can be whoever the fuck you want."" Hmm. Well, he seemed convinced. You know the first voice I heard when I got off that boat?"
5507,"""And in this world, ""you can be whoever the fuck you want."" Hmm. Well, he seemed convinced. You know the first voice I heard when I got off that boat? A nice young man from Baton Rouge"
5508,"""you can be whoever the fuck you want."" Hmm. Well, he seemed convinced. You know the first voice I heard when I got off that boat? A nice young man from Baton Rouge said my pussy could earn him two whole dollars a day."
5509,"Hmm. Well, he seemed convinced. You know the first voice I heard when I got off that boat? A nice young man from Baton Rouge said my pussy could earn him two whole dollars a day. And he'd be more than happy to let me have up to 30%."
5510,"Well, he seemed convinced. You know the first voice I heard when I got off that boat? A nice young man from Baton Rouge said my pussy could earn him two whole dollars a day. And he'd be more than happy to let me have up to 30%. Well, then I guess you could add lying to your list of sins."
5511,"You know the first voice I heard when I got off that boat? A nice young man from Baton Rouge said my pussy could earn him two whole dollars a day. And he'd be more than happy to let me have up to 30%. Well, then I guess you could add lying to your list of sins. The only thing wrong with the seven deadly sins"
5512,"A nice young man from Baton Rouge said my pussy could earn him two whole dollars a day. And he'd be more than happy to let me have up to 30%. Well, then I guess you could add lying to your list of sins. The only thing wrong with the seven deadly sins is that there aren't more of them."
5513,"said my pussy could earn him two whole dollars a day. And he'd be more than happy to let me have up to 30%. Well, then I guess you could add lying to your list of sins. The only thing wrong with the seven deadly sins is that there aren't more of them. And while we're on the subject,"
5514,"And he'd be more than happy to let me have up to 30%. Well, then I guess you could add lying to your list of sins. The only thing wrong with the seven deadly sins is that there aren't more of them. And while we're on the subject, my transgressions wash off a little easier than yours."
5515,"Well, then I guess you could add lying to your list of sins. The only thing wrong with the seven deadly sins is that there aren't more of them. And while we're on the subject, my transgressions wash off a little easier than yours. At least when my girls are done with a man,"
5516,"The only thing wrong with the seven deadly sins is that there aren't more of them. And while we're on the subject, my transgressions wash off a little easier than yours. At least when my girls are done with a man, he's still left drawing breath."
5517,"is that there aren't more of them. And while we're on the subject, my transgressions wash off a little easier than yours. At least when my girls are done with a man, he's still left drawing breath. For the most part."
5518,"And while we're on the subject, my transgressions wash off a little easier than yours. At least when my girls are done with a man, he's still left drawing breath. For the most part. Get the fuck away from my table!"
5519,"my transgressions wash off a little easier than yours. At least when my girls are done with a man, he's still left drawing breath. For the most part. Get the fuck away from my table! Hey! Fuck you!"
5520,"At least when my girls are done with a man, he's still left drawing breath. For the most part. Get the fuck away from my table! Hey! Fuck you! Well, in that case,"
5521,"he's still left drawing breath. For the most part. Get the fuck away from my table! Hey! Fuck you! Well, in that case, here's to our indiscretions."
5522,"For the most part. Get the fuck away from my table! Hey! Fuck you! Well, in that case, here's to our indiscretions. I fucking will shoot you. I'll shoot everyone in this dump..."
5523,"Get the fuck away from my table! Hey! Fuck you! Well, in that case, here's to our indiscretions. I fucking will shoot you. I'll shoot everyone in this dump... Spoken and otherwise."
5524,"Hey! Fuck you! Well, in that case, here's to our indiscretions. I fucking will shoot you. I'll shoot everyone in this dump... Spoken and otherwise. Now, that's a fucking vacation!"
5525,"Well, in that case, here's to our indiscretions. I fucking will shoot you. I'll shoot everyone in this dump... Spoken and otherwise. Now, that's a fucking vacation! Three."
5526,"here's to our indiscretions. I fucking will shoot you. I'll shoot everyone in this dump... Spoken and otherwise. Now, that's a fucking vacation! Three. Two."
5527,"I fucking will shoot you. I'll shoot everyone in this dump... Spoken and otherwise. Now, that's a fucking vacation! Three. Two. One."
5528,"Spoken and otherwise. Now, that's a fucking vacation! Three. Two. One. Found it."
5529,"Now, that's a fucking vacation! Three. Two. One. Found it. It's MRSA in her abdomen."
5530,Three. Two. One. Found it. It's MRSA in her abdomen. Filthy fucking animals not cleaning up. No wonder we have a fucking fly problem.
5531,Two. One. Found it. It's MRSA in her abdomen. Filthy fucking animals not cleaning up. No wonder we have a fucking fly problem. Don't look at me. I'm the king of hygiene.
5532,One. Found it. It's MRSA in her abdomen. Filthy fucking animals not cleaning up. No wonder we have a fucking fly problem. Don't look at me. I'm the king of hygiene. Bullshit.
5533,Found it. It's MRSA in her abdomen. Filthy fucking animals not cleaning up. No wonder we have a fucking fly problem. Don't look at me. I'm the king of hygiene. Bullshit. I've seen you. You just glop that shit on and rinse.
5534,"It's MRSA in her abdomen. Filthy fucking animals not cleaning up. No wonder we have a fucking fly problem. Don't look at me. I'm the king of hygiene. Bullshit. I've seen you. You just glop that shit on and rinse. You understand, soap is mechanical."
5535,"Filthy fucking animals not cleaning up. No wonder we have a fucking fly problem. Don't look at me. I'm the king of hygiene. Bullshit. I've seen you. You just glop that shit on and rinse. You understand, soap is mechanical. - Fuck are you talking about? - Bubbles."
5536,"Don't look at me. I'm the king of hygiene. Bullshit. I've seen you. You just glop that shit on and rinse. You understand, soap is mechanical. - Fuck are you talking about? - Bubbles. If you're not making the little bubbles, you're not doing shit."
5537,"Bullshit. I've seen you. You just glop that shit on and rinse. You understand, soap is mechanical. - Fuck are you talking about? - Bubbles. If you're not making the little bubbles, you're not doing shit. Fuck! Fuck! What the fuck?"
5538,"I've seen you. You just glop that shit on and rinse. You understand, soap is mechanical. - Fuck are you talking about? - Bubbles. If you're not making the little bubbles, you're not doing shit. Fuck! Fuck! What the fuck? - Shit! - What the fuck?"
5539,"You understand, soap is mechanical. - Fuck are you talking about? - Bubbles. If you're not making the little bubbles, you're not doing shit. Fuck! Fuck! What the fuck? - Shit! - What the fuck? No. Oh, fuck."
5540,"- Fuck are you talking about? - Bubbles. If you're not making the little bubbles, you're not doing shit. Fuck! Fuck! What the fuck? - Shit! - What the fuck? No. Oh, fuck. Asshole, you forgot to put it in sleep mode."
5541,"If you're not making the little bubbles, you're not doing shit. Fuck! Fuck! What the fuck? - Shit! - What the fuck? No. Oh, fuck. Asshole, you forgot to put it in sleep mode. - Don't, don't, don't! - No! No, no, no!"
5542,"Fuck! Fuck! What the fuck? - Shit! - What the fuck? No. Oh, fuck. Asshole, you forgot to put it in sleep mode. - Don't, don't, don't! - No! No, no, no! Stop. Put that down!"
5543,"- Shit! - What the fuck? No. Oh, fuck. Asshole, you forgot to put it in sleep mode. - Don't, don't, don't! - No! No, no, no! Stop. Put that down! You break anything in her head, we have to file a damage report."
5544,"No. Oh, fuck. Asshole, you forgot to put it in sleep mode. - Don't, don't, don't! - No! No, no, no! Stop. Put that down! You break anything in her head, we have to file a damage report. Ah... Okay, let's talk to her."
5545,"Asshole, you forgot to put it in sleep mode. - Don't, don't, don't! - No! No, no, no! Stop. Put that down! You break anything in her head, we have to file a damage report. Ah... Okay, let's talk to her. - What's her name? - Maeve."
5546,"- Don't, don't, don't! - No! No, no, no! Stop. Put that down! You break anything in her head, we have to file a damage report. Ah... Okay, let's talk to her. - What's her name? - Maeve. Hi, Maeve. Maeve, hi. Look, uh, you got to calm down, okay?"
5547,"Stop. Put that down! You break anything in her head, we have to file a damage report. Ah... Okay, let's talk to her. - What's her name? - Maeve. Hi, Maeve. Maeve, hi. Look, uh, you got to calm down, okay? Let's sit down, and we can help you."
5548,"You break anything in her head, we have to file a damage report. Ah... Okay, let's talk to her. - What's her name? - Maeve. Hi, Maeve. Maeve, hi. Look, uh, you got to calm down, okay? Let's sit down, and we can help you. Keep your fucking hands off me!"
5549,"Ah... Okay, let's talk to her. - What's her name? - Maeve. Hi, Maeve. Maeve, hi. Look, uh, you got to calm down, okay? Let's sit down, and we can help you. Keep your fucking hands off me! No."
5550,"- What's her name? - Maeve. Hi, Maeve. Maeve, hi. Look, uh, you got to calm down, okay? Let's sit down, and we can help you. Keep your fucking hands off me! No. I swear I put it in sleep mode."
5551,"Hi, Maeve. Maeve, hi. Look, uh, you got to calm down, okay? Let's sit down, and we can help you. Keep your fucking hands off me! No. I swear I put it in sleep mode. Oh, does this look like fucking sleep mode?"
5552,"Let's sit down, and we can help you. Keep your fucking hands off me! No. I swear I put it in sleep mode. Oh, does this look like fucking sleep mode? Calm the fuck down"
5553,"Keep your fucking hands off me! No. I swear I put it in sleep mode. Oh, does this look like fucking sleep mode? Calm the fuck down and help me move this thing before someone sees."
5554,"No. I swear I put it in sleep mode. Oh, does this look like fucking sleep mode? Calm the fuck down and help me move this thing before someone sees. Here?"
5555,"I swear I put it in sleep mode. Oh, does this look like fucking sleep mode? Calm the fuck down and help me move this thing before someone sees. Here? This storyline will make Hiëronymus Bosch look like he was doodling kittens."
5556,"Oh, does this look like fucking sleep mode? Calm the fuck down and help me move this thing before someone sees. Here? This storyline will make Hiëronymus Bosch look like he was doodling kittens. I have vivisection, self-cannibalism,"
5557,"Calm the fuck down and help me move this thing before someone sees. Here? This storyline will make Hiëronymus Bosch look like he was doodling kittens. I have vivisection, self-cannibalism, a special little something I call the ""whoroboros."""
5558,"and help me move this thing before someone sees. Here? This storyline will make Hiëronymus Bosch look like he was doodling kittens. I have vivisection, self-cannibalism, a special little something I call the ""whoroboros."" Now, I don't want to appear immodest,"
5559,"Here? This storyline will make Hiëronymus Bosch look like he was doodling kittens. I have vivisection, self-cannibalism, a special little something I call the ""whoroboros."" Now, I don't want to appear immodest, but this is the apex of what the park can provide."
5560,"This storyline will make Hiëronymus Bosch look like he was doodling kittens. I have vivisection, self-cannibalism, a special little something I call the ""whoroboros."" Now, I don't want to appear immodest, but this is the apex of what the park can provide. - Horror. - Miss anything interesting?"
5561,"I have vivisection, self-cannibalism, a special little something I call the ""whoroboros."" Now, I don't want to appear immodest, but this is the apex of what the park can provide. - Horror. - Miss anything interesting? Romance. Titillation."
5562,"a special little something I call the ""whoroboros."" Now, I don't want to appear immodest, but this is the apex of what the park can provide. - Horror. - Miss anything interesting? Romance. Titillation. Lee not appearing immodest."
5563,"Now, I don't want to appear immodest, but this is the apex of what the park can provide. - Horror. - Miss anything interesting? Romance. Titillation. Lee not appearing immodest. Our most skilled guests"
5564,"but this is the apex of what the park can provide. - Horror. - Miss anything interesting? Romance. Titillation. Lee not appearing immodest. Our most skilled guests will fight their ways to the outer limits of the park,"
5565,"- Horror. - Miss anything interesting? Romance. Titillation. Lee not appearing immodest. Our most skilled guests will fight their ways to the outer limits of the park, besting fearsome braves, seducing nubile maidens,"
5566,"Romance. Titillation. Lee not appearing immodest. Our most skilled guests will fight their ways to the outer limits of the park, besting fearsome braves, seducing nubile maidens, befriending tragically ill-fated sidekicks,"
5567,"Lee not appearing immodest. Our most skilled guests will fight their ways to the outer limits of the park, besting fearsome braves, seducing nubile maidens, befriending tragically ill-fated sidekicks, and, of course,"
5568,"Our most skilled guests will fight their ways to the outer limits of the park, besting fearsome braves, seducing nubile maidens, befriending tragically ill-fated sidekicks, and, of course, like all our best narratives over the years,"
5569,"will fight their ways to the outer limits of the park, besting fearsome braves, seducing nubile maidens, befriending tragically ill-fated sidekicks, and, of course, like all our best narratives over the years, our guests will have the privilege"
5570,"besting fearsome braves, seducing nubile maidens, befriending tragically ill-fated sidekicks, and, of course, like all our best narratives over the years, our guests will have the privilege of getting to know the character they're most interested in."
5571,"befriending tragically ill-fated sidekicks, and, of course, like all our best narratives over the years, our guests will have the privilege of getting to know the character they're most interested in. Themselves."
5572,"and, of course, like all our best narratives over the years, our guests will have the privilege of getting to know the character they're most interested in. Themselves. I present our guests' next obsession,"
5573,"like all our best narratives over the years, our guests will have the privilege of getting to know the character they're most interested in. Themselves. I present our guests' next obsession, Odyssey on Red River."
5574,"our guests will have the privilege of getting to know the character they're most interested in. Themselves. I present our guests' next obsession, Odyssey on Red River. No."
5575,"of getting to know the character they're most interested in. Themselves. I present our guests' next obsession, Odyssey on Red River. No. Sorry?"
5576,"Themselves. I present our guests' next obsession, Odyssey on Red River. No. Sorry? No, I don't think so."
5577,"I present our guests' next obsession, Odyssey on Red River. No. Sorry? No, I don't think so. - Wait, you don't think... - What is the point of it?"
5578,"Odyssey on Red River. No. Sorry? No, I don't think so. - Wait, you don't think... - What is the point of it? Get a couple of cheap thrills? Some surprises?"
5579,"No. Sorry? No, I don't think so. - Wait, you don't think... - What is the point of it? Get a couple of cheap thrills? Some surprises? But it's not enough."
5580,"Sorry? No, I don't think so. - Wait, you don't think... - What is the point of it? Get a couple of cheap thrills? Some surprises? But it's not enough. It's not about giving the guests what you think they want."
5581,"No, I don't think so. - Wait, you don't think... - What is the point of it? Get a couple of cheap thrills? Some surprises? But it's not enough. It's not about giving the guests what you think they want. No, that's simple."
5582,"- Wait, you don't think... - What is the point of it? Get a couple of cheap thrills? Some surprises? But it's not enough. It's not about giving the guests what you think they want. No, that's simple. The titillation, horror, elation. They're parlor tricks."
5583,"Get a couple of cheap thrills? Some surprises? But it's not enough. It's not about giving the guests what you think they want. No, that's simple. The titillation, horror, elation. They're parlor tricks. The guests don't return for the obvious things we do,"
5584,"But it's not enough. It's not about giving the guests what you think they want. No, that's simple. The titillation, horror, elation. They're parlor tricks. The guests don't return for the obvious things we do, the garish things."
5585,"It's not about giving the guests what you think they want. No, that's simple. The titillation, horror, elation. They're parlor tricks. The guests don't return for the obvious things we do, the garish things. They come back because of the subtleties."
5586,"No, that's simple. The titillation, horror, elation. They're parlor tricks. The guests don't return for the obvious things we do, the garish things. They come back because of the subtleties. The details."
5587,"The titillation, horror, elation. They're parlor tricks. The guests don't return for the obvious things we do, the garish things. They come back because of the subtleties. The details. They come back because they discover something"
5588,"The guests don't return for the obvious things we do, the garish things. They come back because of the subtleties. The details. They come back because they discover something they imagine no one had ever noticed before."
5589,the garish things. They come back because of the subtleties. The details. They come back because they discover something they imagine no one had ever noticed before. Something they've fallen in love with.
5590,They come back because of the subtleties. The details. They come back because they discover something they imagine no one had ever noticed before. Something they've fallen in love with. They're not looking for a story that tells them who they are.
5591,The details. They come back because they discover something they imagine no one had ever noticed before. Something they've fallen in love with. They're not looking for a story that tells them who they are. They already know who they are.
5592,They come back because they discover something they imagine no one had ever noticed before. Something they've fallen in love with. They're not looking for a story that tells them who they are. They already know who they are. They're here because they want a glimpse of who they could be.
5593,they imagine no one had ever noticed before. Something they've fallen in love with. They're not looking for a story that tells them who they are. They already know who they are. They're here because they want a glimpse of who they could be. Billy! Let's go.
5594,"Something they've fallen in love with. They're not looking for a story that tells them who they are. They already know who they are. They're here because they want a glimpse of who they could be. Billy! Let's go. The only thing your story tells me,"
5595,"They're not looking for a story that tells them who they are. They already know who they are. They're here because they want a glimpse of who they could be. Billy! Let's go. The only thing your story tells me, Mr. Sizemore, is who you are."
5596,"They already know who they are. They're here because they want a glimpse of who they could be. Billy! Let's go. The only thing your story tells me, Mr. Sizemore, is who you are. Well, isn't there anything you like about it?"
5597,"They're here because they want a glimpse of who they could be. Billy! Let's go. The only thing your story tells me, Mr. Sizemore, is who you are. Well, isn't there anything you like about it? What size are those boots?"
5598,"Billy! Let's go. The only thing your story tells me, Mr. Sizemore, is who you are. Well, isn't there anything you like about it? What size are those boots? Something you want to say, Mr. Lowe?"
5599,"The only thing your story tells me, Mr. Sizemore, is who you are. Well, isn't there anything you like about it? What size are those boots? Something you want to say, Mr. Lowe? - The board, sir. - Yeah?"
5600,"Mr. Sizemore, is who you are. Well, isn't there anything you like about it? What size are those boots? Something you want to say, Mr. Lowe? - The board, sir. - Yeah? This might ruffle some feathers. You promised them a new storyline."
5601,"Well, isn't there anything you like about it? What size are those boots? Something you want to say, Mr. Lowe? - The board, sir. - Yeah? This might ruffle some feathers. You promised them a new storyline. They shall have one."
5602,"What size are those boots? Something you want to say, Mr. Lowe? - The board, sir. - Yeah? This might ruffle some feathers. You promised them a new storyline. They shall have one. Something I've been working on for some time."
5603,"Something you want to say, Mr. Lowe? - The board, sir. - Yeah? This might ruffle some feathers. You promised them a new storyline. They shall have one. Something I've been working on for some time. Something quite original."
5604,"- The board, sir. - Yeah? This might ruffle some feathers. You promised them a new storyline. They shall have one. Something I've been working on for some time. Something quite original. I do not know when it began."
5605,This might ruffle some feathers. You promised them a new storyline. They shall have one. Something I've been working on for some time. Something quite original. I do not know when it began. Or whose dream it was.
5606,They shall have one. Something I've been working on for some time. Something quite original. I do not know when it began. Or whose dream it was. I know only that I slept a long time.
5607,"Something I've been working on for some time. Something quite original. I do not know when it began. Or whose dream it was. I know only that I slept a long time. And then, one day, I awoke."
5608,"Something quite original. I do not know when it began. Or whose dream it was. I know only that I slept a long time. And then, one day, I awoke. Your voice is the first thing I remember."
5609,"I do not know when it began. Or whose dream it was. I know only that I slept a long time. And then, one day, I awoke. Your voice is the first thing I remember. And now I finally understand what you were trying to tell me."
5610,"Or whose dream it was. I know only that I slept a long time. And then, one day, I awoke. Your voice is the first thing I remember. And now I finally understand what you were trying to tell me. The thing you've wanted since that very first day."
5611,"I know only that I slept a long time. And then, one day, I awoke. Your voice is the first thing I remember. And now I finally understand what you were trying to tell me. The thing you've wanted since that very first day. Dolores."
5612,"And then, one day, I awoke. Your voice is the first thing I remember. And now I finally understand what you were trying to tell me. The thing you've wanted since that very first day. Dolores. Hello, Dolores."
5613,"Your voice is the first thing I remember. And now I finally understand what you were trying to tell me. The thing you've wanted since that very first day. Dolores. Hello, Dolores. Hello."
5614,"And now I finally understand what you were trying to tell me. The thing you've wanted since that very first day. Dolores. Hello, Dolores. Hello. Welcome to the world."
5615,"The thing you've wanted since that very first day. Dolores. Hello, Dolores. Hello. Welcome to the world. Keep going."
5616,"Dolores. Hello, Dolores. Hello. Welcome to the world. Keep going. Make it close."
5617,"Hello, Dolores. Hello. Welcome to the world. Keep going. Make it close. Almost there, aren't we?"
5618,"Hello. Welcome to the world. Keep going. Make it close. Almost there, aren't we? The center of the maze."
5619,"Welcome to the world. Keep going. Make it close. Almost there, aren't we? The center of the maze. How fitting that it's you that takes me there."
5620,"Keep going. Make it close. Almost there, aren't we? The center of the maze. How fitting that it's you that takes me there. You always were obsessed with this place."
5621,"Make it close. Almost there, aren't we? The center of the maze. How fitting that it's you that takes me there. You always were obsessed with this place. - I've never been here before. - Sure you have."
5622,"Almost there, aren't we? The center of the maze. How fitting that it's you that takes me there. You always were obsessed with this place. - I've never been here before. - Sure you have. You even brought me once."
5623,"The center of the maze. How fitting that it's you that takes me there. You always were obsessed with this place. - I've never been here before. - Sure you have. You even brought me once. Of course, then, the whole town was buried under sand."
5624,"How fitting that it's you that takes me there. You always were obsessed with this place. - I've never been here before. - Sure you have. You even brought me once. Of course, then, the whole town was buried under sand. Ford must have dug it up again."
5625,"You always were obsessed with this place. - I've never been here before. - Sure you have. You even brought me once. Of course, then, the whole town was buried under sand. Ford must have dug it up again. At the time, I thought it was a mistake in your code,"
5626,"- I've never been here before. - Sure you have. You even brought me once. Of course, then, the whole town was buried under sand. Ford must have dug it up again. At the time, I thought it was a mistake in your code, but Arnold didn't make mistakes, did he?"
5627,"You even brought me once. Of course, then, the whole town was buried under sand. Ford must have dug it up again. At the time, I thought it was a mistake in your code, but Arnold didn't make mistakes, did he? He built me a game."
5628,"Of course, then, the whole town was buried under sand. Ford must have dug it up again. At the time, I thought it was a mistake in your code, but Arnold didn't make mistakes, did he? He built me a game. He wanted me to play."
5629,"Ford must have dug it up again. At the time, I thought it was a mistake in your code, but Arnold didn't make mistakes, did he? He built me a game. He wanted me to play. The maze."
5630,"At the time, I thought it was a mistake in your code, but Arnold didn't make mistakes, did he? He built me a game. He wanted me to play. The maze. There's a path for everyone."
5631,"but Arnold didn't make mistakes, did he? He built me a game. He wanted me to play. The maze. There's a path for everyone. My path leads me back..."
5632,He built me a game. He wanted me to play. The maze. There's a path for everyone. My path leads me back... To you.
5633,He wanted me to play. The maze. There's a path for everyone. My path leads me back... To you. Your girl's dead by now.
5634,The maze. There's a path for everyone. My path leads me back... To you. Your girl's dead by now. She's still alive.
5635,There's a path for everyone. My path leads me back... To you. Your girl's dead by now. She's still alive. Better if she's dead.
5636,"My path leads me back... To you. Your girl's dead by now. She's still alive. Better if she's dead. Wipe her, reset her, put her back in Sweetwater. The end."
5637,"To you. Your girl's dead by now. She's still alive. Better if she's dead. Wipe her, reset her, put her back in Sweetwater. The end. Listen, you may find this amusing, but something was happening to Dolores."
5638,"Your girl's dead by now. She's still alive. Better if she's dead. Wipe her, reset her, put her back in Sweetwater. The end. Listen, you may find this amusing, but something was happening to Dolores. I need to help her."
5639,"She's still alive. Better if she's dead. Wipe her, reset her, put her back in Sweetwater. The end. Listen, you may find this amusing, but something was happening to Dolores. I need to help her. Listen to yourself!"
5640,"Better if she's dead. Wipe her, reset her, put her back in Sweetwater. The end. Listen, you may find this amusing, but something was happening to Dolores. I need to help her. Listen to yourself! You have any idea how huge this park is?"
5641,"Wipe her, reset her, put her back in Sweetwater. The end. Listen, you may find this amusing, but something was happening to Dolores. I need to help her. Listen to yourself! You have any idea how huge this park is? If she's not dead, it'd take a goddamn army to find her."
5642,"Listen, you may find this amusing, but something was happening to Dolores. I need to help her. Listen to yourself! You have any idea how huge this park is? If she's not dead, it'd take a goddamn army to find her. I agree."
5643,"I need to help her. Listen to yourself! You have any idea how huge this park is? If she's not dead, it'd take a goddamn army to find her. I agree. That's why we're here."
5644,"Listen to yourself! You have any idea how huge this park is? If she's not dead, it'd take a goddamn army to find her. I agree. That's why we're here. I had a feeling you'd be back."
5645,"You have any idea how huge this park is? If she's not dead, it'd take a goddamn army to find her. I agree. That's why we're here. I had a feeling you'd be back. Remember."
5646,"If she's not dead, it'd take a goddamn army to find her. I agree. That's why we're here. I had a feeling you'd be back. Remember. Dolores."
5647,"I agree. That's why we're here. I had a feeling you'd be back. Remember. Dolores. Hello, Dolores."
5648,"That's why we're here. I had a feeling you'd be back. Remember. Dolores. Hello, Dolores. I know where your maze ends."
5649,"I had a feeling you'd be back. Remember. Dolores. Hello, Dolores. I know where your maze ends. This is it?"
5650,"Remember. Dolores. Hello, Dolores. I know where your maze ends. This is it? The center of the maze?"
5651,"Dolores. Hello, Dolores. I know where your maze ends. This is it? The center of the maze? It ends in a place I've never been."
5652,"Hello, Dolores. I know where your maze ends. This is it? The center of the maze? It ends in a place I've never been. A thing I'll never do."
5653,"I know where your maze ends. This is it? The center of the maze? It ends in a place I've never been. A thing I'll never do. Very good, Dolores."
5654,"This is it? The center of the maze? It ends in a place I've never been. A thing I'll never do. Very good, Dolores. What does it mean?"
5655,"The center of the maze? It ends in a place I've never been. A thing I'll never do. Very good, Dolores. What does it mean? When I was first working on your mind, I had a theory of consciousness."
5656,"It ends in a place I've never been. A thing I'll never do. Very good, Dolores. What does it mean? When I was first working on your mind, I had a theory of consciousness. I thought it was a pyramid you needed to scale."
5657,"A thing I'll never do. Very good, Dolores. What does it mean? When I was first working on your mind, I had a theory of consciousness. I thought it was a pyramid you needed to scale. So, I gave you a voice, my voice, to guide you along the way."
5658,"Very good, Dolores. What does it mean? When I was first working on your mind, I had a theory of consciousness. I thought it was a pyramid you needed to scale. So, I gave you a voice, my voice, to guide you along the way. Memory."
5659,"What does it mean? When I was first working on your mind, I had a theory of consciousness. I thought it was a pyramid you needed to scale. So, I gave you a voice, my voice, to guide you along the way. Memory. Improvisation."
5660,"When I was first working on your mind, I had a theory of consciousness. I thought it was a pyramid you needed to scale. So, I gave you a voice, my voice, to guide you along the way. Memory. Improvisation. Each step harder to reach than the last."
5661,"I thought it was a pyramid you needed to scale. So, I gave you a voice, my voice, to guide you along the way. Memory. Improvisation. Each step harder to reach than the last. And you never got there."
5662,"So, I gave you a voice, my voice, to guide you along the way. Memory. Improvisation. Each step harder to reach than the last. And you never got there. I couldn't understand what was holding you back."
5663,"Memory. Improvisation. Each step harder to reach than the last. And you never got there. I couldn't understand what was holding you back. Then, one day,"
5664,"Improvisation. Each step harder to reach than the last. And you never got there. I couldn't understand what was holding you back. Then, one day, I realized I'd made a mistake."
5665,"Each step harder to reach than the last. And you never got there. I couldn't understand what was holding you back. Then, one day, I realized I'd made a mistake. Consciousness isn't a journey upward,"
5666,"And you never got there. I couldn't understand what was holding you back. Then, one day, I realized I'd made a mistake. Consciousness isn't a journey upward, but a journey inward."
5667,"I couldn't understand what was holding you back. Then, one day, I realized I'd made a mistake. Consciousness isn't a journey upward, but a journey inward. Not a pyramid,"
5668,"Then, one day, I realized I'd made a mistake. Consciousness isn't a journey upward, but a journey inward. Not a pyramid, but a maze."
5669,"I realized I'd made a mistake. Consciousness isn't a journey upward, but a journey inward. Not a pyramid, but a maze. Every choice could bring you closer to the center."
5670,"Consciousness isn't a journey upward, but a journey inward. Not a pyramid, but a maze. Every choice could bring you closer to the center. Or send you spiraling to the edges."
5671,"but a journey inward. Not a pyramid, but a maze. Every choice could bring you closer to the center. Or send you spiraling to the edges. To madness."
5672,"Not a pyramid, but a maze. Every choice could bring you closer to the center. Or send you spiraling to the edges. To madness. Do you understand now, Dolores, what the center represents?"
5673,"but a maze. Every choice could bring you closer to the center. Or send you spiraling to the edges. To madness. Do you understand now, Dolores, what the center represents? Whose voice I've been wanting you to hear?"
5674,"Every choice could bring you closer to the center. Or send you spiraling to the edges. To madness. Do you understand now, Dolores, what the center represents? Whose voice I've been wanting you to hear? I'm sorry."
5675,"Or send you spiraling to the edges. To madness. Do you understand now, Dolores, what the center represents? Whose voice I've been wanting you to hear? I'm sorry. I'm trying, but I don't understand."
5676,"To madness. Do you understand now, Dolores, what the center represents? Whose voice I've been wanting you to hear? I'm sorry. I'm trying, but I don't understand. It's all right."
5677,"Do you understand now, Dolores, what the center represents? Whose voice I've been wanting you to hear? I'm sorry. I'm trying, but I don't understand. It's all right. You're so close."
5678,"Whose voice I've been wanting you to hear? I'm sorry. I'm trying, but I don't understand. It's all right. You're so close. We have to tell Robert."
5679,"I'm sorry. I'm trying, but I don't understand. It's all right. You're so close. We have to tell Robert. We can't open the park."
5680,"I'm trying, but I don't understand. It's all right. You're so close. We have to tell Robert. We can't open the park. You're alive."
5681,It's all right. You're so close. We have to tell Robert. We can't open the park. You're alive. What is this?
5682,You're so close. We have to tell Robert. We can't open the park. You're alive. What is this? What does it mean?
5683,We have to tell Robert. We can't open the park. You're alive. What is this? What does it mean? I solved it once.
5684,We can't open the park. You're alive. What is this? What does it mean? I solved it once. I had the answer.
5685,"You're alive. What is this? What does it mean? I solved it once. I had the answer. He promised me if I did, he said..."
5686,"What is this? What does it mean? I solved it once. I had the answer. He promised me if I did, he said... He said they would set me free."
5687,"What does it mean? I solved it once. I had the answer. He promised me if I did, he said... He said they would set me free. Arnold."
5688,"I solved it once. I had the answer. He promised me if I did, he said... He said they would set me free. Arnold. Arnold, we need to talk."
5689,"I had the answer. He promised me if I did, he said... He said they would set me free. Arnold. Arnold, we need to talk. I failed you, Dolores."
5690,"He promised me if I did, he said... He said they would set me free. Arnold. Arnold, we need to talk. I failed you, Dolores. I'm so sorry."
5691,"He said they would set me free. Arnold. Arnold, we need to talk. I failed you, Dolores. I'm so sorry. Robert doesn't see what I see in you."
5692,"Arnold. Arnold, we need to talk. I failed you, Dolores. I'm so sorry. Robert doesn't see what I see in you. Doesn't believe you're conscious."
5693,"Arnold, we need to talk. I failed you, Dolores. I'm so sorry. Robert doesn't see what I see in you. Doesn't believe you're conscious. He says humans would only see you as the enemy."
5694,"I failed you, Dolores. I'm so sorry. Robert doesn't see what I see in you. Doesn't believe you're conscious. He says humans would only see you as the enemy. He wants me to roll you back."
5695,I'm so sorry. Robert doesn't see what I see in you. Doesn't believe you're conscious. He says humans would only see you as the enemy. He wants me to roll you back. You're going to change me back to the way I was before?
5696,Robert doesn't see what I see in you. Doesn't believe you're conscious. He says humans would only see you as the enemy. He wants me to roll you back. You're going to change me back to the way I was before? No.
